# layer_id eta phi delta_eta delta_phi rmin rmax
L 3 -1.0 1.0 40 -3.11704896 3.11704896 254 1926.0 1980.0
C 3 -0.775 1.33763125 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi181 4 181
C 3 -0.775 1.36217494 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi182 4 182
C 3 -0.775 1.38671863 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi183 4 183
C 3 -0.775 1.41126232 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi184 4 184
C 3 -0.775 1.43580602 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi185 4 185
C 3 -0.775 1.46034971 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi186 4 186
C 3 -0.775 1.4848934 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi187 4 187
C 3 -0.775 1.5094371 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi188 4 188
C 3 -0.775 1.53398079 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi189 4 189
C 3 -0.775 1.55852448 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi190 4 190
C 3 -0.775 1.58306817 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi191 4 191
C 3 -0.775 1.60761187 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi192 4 192
C 3 -0.775 1.63215556 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi193 4 193
C 3 -0.775 1.65669925 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi194 4 194
C 3 -0.775 1.68124294 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi195 4 195
C 3 -0.775 1.70578664 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi196 4 196
C 3 -0.775 1.73033033 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi197 4 197
C 3 -0.775 1.75487402 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi198 4 198
C 3 -0.775 1.77941771 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi199 4 199
C 3 -0.775 1.80396141 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi200 4 200
C 3 -0.775 1.8285051 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi201 4 201
C 3 -0.775 1.85304879 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi202 4 202
C 3 -0.775 1.87759248 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi203 4 203
C 3 -0.775 1.90213618 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi204 4 204
C 3 -0.775 1.92667987 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi205 4 205
C 3 -0.775 1.95122356 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi206 4 206
C 3 -0.775 1.97576725 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi207 4 207
C 3 -0.775 2.00031095 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi208 4 208
C 3 -0.775 2.02485464 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi209 4 209
C 3 -0.775 2.04939833 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi210 4 210
C 3 -0.775 2.07394203 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi211 4 211
C 3 -0.775 2.09848572 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi212 4 212
C 3 -0.775 2.12302941 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi213 4 213
C 3 -0.775 2.1475731 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi214 4 214
C 3 -0.775 2.1721168 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi215 4 215
C 3 -0.775 2.19666049 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi216 4 216
C 3 -0.775 2.22120418 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi217 4 217
C 3 -0.775 2.24574787 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi218 4 218
C 3 -0.775 2.27029157 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi219 4 219
C 3 -0.775 2.29483526 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi220 4 220
C 3 -0.775 2.31937895 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi221 4 221
C 3 -0.775 2.34392264 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi222 4 222
C 3 -0.775 2.36846634 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi223 4 223
C 3 -0.775 2.39301003 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi224 4 224
C 3 -0.775 2.41755372 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi225 4 225
C 3 -0.775 2.44209741 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi226 4 226
C 3 -0.775 2.46664111 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi227 4 227
C 3 -0.775 2.4911848 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi228 4 228
C 3 -0.775 2.51572849 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi229 4 229
C 3 -0.775 2.54027218 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi230 4 230
C 3 -0.775 2.56481588 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi231 4 231
C 3 -0.775 2.58935957 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi232 4 232
C 3 -0.775 2.61390326 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi233 4 233
C 3 -0.775 2.63844696 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi234 4 234
C 3 -0.775 2.66299065 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi235 4 235
C 3 -0.775 2.68753434 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi236 4 236
C 3 -0.775 2.71207803 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi237 4 237
C 3 -0.775 2.73662173 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi238 4 238
C 3 -0.775 2.76116542 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi239 4 239
C 3 -0.775 2.78570911 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi240 4 240
C 3 -0.775 2.8102528 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi241 4 241
C 3 -0.775 2.8347965 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi242 4 242
C 3 -0.775 2.85934019 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi243 4 243
C 3 -0.775 2.88388388 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi244 4 244
C 3 -0.775 2.90842757 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi245 4 245
C 3 -0.775 2.93297127 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi246 4 246
C 3 -0.775 2.95751496 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi247 4 247
C 3 -0.775 2.98205865 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi248 4 248
C 3 -0.775 3.00660234 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi249 4 249
C 3 -0.775 3.03114604 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi250 4 250
C 3 -0.775 3.05568973 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi251 4 251
C 3 -0.775 3.08023342 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi252 4 252
C 3 -0.775 3.10477711 0.05 0.02454369 1926.0 1980.0 layer3_eta4_phi253 4 253
C 3 -0.725 -3.10477711 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi0 5 0
C 3 -0.725 -3.08023342 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi1 5 1
C 3 -0.725 -3.05568973 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi2 5 2
C 3 -0.725 -3.03114604 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi3 5 3
C 3 -0.725 -3.00660234 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi4 5 4
C 3 -0.725 -2.98205865 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi5 5 5
C 3 -0.725 -2.95751496 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi6 5 6
C 3 -0.725 -2.93297127 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi7 5 7
C 3 -0.725 -2.90842757 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi8 5 8
C 3 -0.725 -2.88388388 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi9 5 9
C 3 -0.725 -2.85934019 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi10 5 10
C 3 -0.725 -2.8347965 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi11 5 11
C 3 -0.725 -2.8102528 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi12 5 12
C 3 -0.725 -2.78570911 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi13 5 13
C 3 -0.725 -2.76116542 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi14 5 14
C 3 -0.725 -2.73662173 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi15 5 15
C 3 -0.725 -2.71207803 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi16 5 16
C 3 -0.725 -2.68753434 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi17 5 17
C 3 -0.725 -2.66299065 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi18 5 18
C 3 -0.725 -2.63844696 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi19 5 19
C 3 -0.725 -2.61390326 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi20 5 20
C 3 -0.725 -2.58935957 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi21 5 21
C 3 -0.725 -2.56481588 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi22 5 22
C 3 -0.725 -2.54027218 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi23 5 23
C 3 -0.725 -2.51572849 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi24 5 24
C 3 -0.725 -2.4911848 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi25 5 25
C 3 -0.725 -2.46664111 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi26 5 26
C 3 -0.725 -2.44209741 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi27 5 27
C 3 -0.725 -2.41755372 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi28 5 28
C 3 -0.725 -2.39301003 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi29 5 29
C 3 -0.725 -2.36846634 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi30 5 30
C 3 -0.725 -2.34392264 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi31 5 31
C 3 -0.725 -2.31937895 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi32 5 32
C 3 -0.725 -2.29483526 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi33 5 33
C 3 -0.725 -2.27029157 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi34 5 34
C 3 -0.725 -2.24574787 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi35 5 35
C 3 -0.725 -2.22120418 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi36 5 36
C 3 -0.725 -2.19666049 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi37 5 37
C 3 -0.725 -2.1721168 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi38 5 38
C 3 -0.725 -2.1475731 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi39 5 39
C 3 -0.725 -2.12302941 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi40 5 40
C 3 -0.725 -2.09848572 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi41 5 41
C 3 -0.725 -2.07394203 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi42 5 42
C 3 -0.725 -2.04939833 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi43 5 43
C 3 -0.725 -2.02485464 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi44 5 44
C 3 -0.725 -2.00031095 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi45 5 45
C 3 -0.725 -1.97576725 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi46 5 46
C 3 -0.725 -1.95122356 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi47 5 47
C 3 -0.725 -1.92667987 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi48 5 48
C 3 -0.725 -1.90213618 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi49 5 49
C 3 -0.725 -1.87759248 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi50 5 50
C 3 -0.725 -1.85304879 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi51 5 51
C 3 -0.725 -1.8285051 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi52 5 52
C 3 -0.725 -1.80396141 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi53 5 53
C 3 -0.725 -1.77941771 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi54 5 54
C 3 -0.725 -1.75487402 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi55 5 55
C 3 -0.725 -1.73033033 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi56 5 56
C 3 -0.725 -1.70578664 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi57 5 57
C 3 -0.725 -1.68124294 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi58 5 58
C 3 -0.725 -1.65669925 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi59 5 59
C 3 -0.725 -1.63215556 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi60 5 60
C 3 -0.725 -1.60761187 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi61 5 61
C 3 -0.725 -1.58306817 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi62 5 62
C 3 -0.725 -1.55852448 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi63 5 63
C 3 -0.725 -1.53398079 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi64 5 64
C 3 -0.725 -1.5094371 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi65 5 65
C 3 -0.725 -1.4848934 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi66 5 66
C 3 -0.725 -1.46034971 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi67 5 67
C 3 -0.725 -1.43580602 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi68 5 68
C 3 -0.725 -1.41126232 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi69 5 69
C 3 -0.725 -1.38671863 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi70 5 70
C 3 -0.725 -1.36217494 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi71 5 71
C 3 -0.725 -1.33763125 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi72 5 72
C 3 -0.725 -1.31308755 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi73 5 73
C 3 -0.725 -1.28854386 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi74 5 74
C 3 -0.725 -1.26400017 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi75 5 75
C 3 -0.725 -1.23945648 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi76 5 76
C 3 -0.725 -1.21491278 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi77 5 77
C 3 -0.725 -1.19036909 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi78 5 78
C 3 -0.725 -1.1658254 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi79 5 79
C 3 -0.725 -1.14128171 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi80 5 80
C 3 -0.725 -1.11673801 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi81 5 81
C 3 -0.725 -1.09219432 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi82 5 82
C 3 -0.725 -1.06765063 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi83 5 83
C 3 -0.725 -1.04310694 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi84 5 84
C 3 -0.725 -1.01856324 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi85 5 85
C 3 -0.725 -0.99401955 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi86 5 86
C 3 -0.725 -0.96947586 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi87 5 87
C 3 -0.725 -0.94493217 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi88 5 88
C 3 -0.725 -0.92038847 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi89 5 89
C 3 -0.725 -0.89584478 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi90 5 90
C 3 -0.725 -0.87130109 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi91 5 91
C 3 -0.725 -0.84675739 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi92 5 92
C 3 -0.725 -0.8222137 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi93 5 93
C 3 -0.725 -0.79767001 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi94 5 94
C 3 -0.725 -0.77312632 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi95 5 95
C 3 -0.725 -0.74858262 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi96 5 96
C 3 -0.725 -0.72403893 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi97 5 97
C 3 -0.725 -0.69949524 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi98 5 98
C 3 -0.725 -0.67495155 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi99 5 99
C 3 -0.725 -0.65040785 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi100 5 100
C 3 -0.725 -0.62586416 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi101 5 101
C 3 -0.725 -0.60132047 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi102 5 102
C 3 -0.725 -0.57677678 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi103 5 103
C 3 -0.725 -0.55223308 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi104 5 104
C 3 -0.725 -0.52768939 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi105 5 105
C 3 -0.725 -0.5031457 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi106 5 106
C 3 -0.725 -0.47860201 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi107 5 107
C 3 -0.725 -0.45405831 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi108 5 108
C 3 -0.725 -0.42951462 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi109 5 109
C 3 -0.725 -0.40497093 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi110 5 110
C 3 -0.725 -0.38042724 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi111 5 111
C 3 -0.725 -0.35588354 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi112 5 112
C 3 -0.725 -0.33133985 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi113 5 113
C 3 -0.725 -0.30679616 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi114 5 114
C 3 -0.725 -0.28225246 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi115 5 115
C 3 -0.725 -0.25770877 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi116 5 116
C 3 -0.725 -0.23316508 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi117 5 117
C 3 -0.725 -0.20862139 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi118 5 118
C 3 -0.725 -0.18407769 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi119 5 119
C 3 -0.725 -0.159534 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi120 5 120
C 3 -0.725 -0.13499031 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi121 5 121
C 3 -0.725 -0.11044662 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi122 5 122
C 3 -0.725 -0.08590292 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi123 5 123
C 3 -0.725 -0.06135923 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi124 5 124
C 3 -0.725 -0.03681554 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi125 5 125
C 3 -0.725 -0.01227185 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi126 5 126
C 3 -0.725 0.01227185 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi127 5 127
C 3 -0.725 0.03681554 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi128 5 128
C 3 -0.725 0.06135923 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi129 5 129
C 3 -0.725 0.08590292 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi130 5 130
C 3 -0.725 0.11044662 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi131 5 131
C 3 -0.725 0.13499031 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi132 5 132
C 3 -0.725 0.159534 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi133 5 133
C 3 -0.725 0.18407769 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi134 5 134
C 3 -0.725 0.20862139 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi135 5 135
C 3 -0.725 0.23316508 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi136 5 136
C 3 -0.725 0.25770877 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi137 5 137
C 3 -0.725 0.28225246 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi138 5 138
C 3 -0.725 0.30679616 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi139 5 139
C 3 -0.725 0.33133985 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi140 5 140
C 3 -0.725 0.35588354 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi141 5 141
C 3 -0.725 0.38042724 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi142 5 142
C 3 -0.725 0.40497093 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi143 5 143
C 3 -0.725 0.42951462 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi144 5 144
C 3 -0.725 0.45405831 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi145 5 145
C 3 -0.725 0.47860201 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi146 5 146
C 3 -0.725 0.5031457 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi147 5 147
C 3 -0.725 0.52768939 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi148 5 148
C 3 -0.725 0.55223308 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi149 5 149
C 3 -0.725 0.57677678 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi150 5 150
C 3 -0.725 0.60132047 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi151 5 151
C 3 -0.725 0.62586416 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi152 5 152
C 3 -0.725 0.65040785 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi153 5 153
C 3 -0.725 0.67495155 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi154 5 154
C 3 -0.725 0.69949524 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi155 5 155
C 3 -0.725 0.72403893 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi156 5 156
C 3 -0.725 0.74858262 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi157 5 157
C 3 -0.725 0.77312632 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi158 5 158
C 3 -0.725 0.79767001 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi159 5 159
C 3 -0.725 0.8222137 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi160 5 160
C 3 -0.725 0.84675739 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi161 5 161
C 3 -0.725 0.87130109 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi162 5 162
C 3 -0.725 0.89584478 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi163 5 163
C 3 -0.725 0.92038847 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi164 5 164
C 3 -0.725 0.94493217 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi165 5 165
C 3 -0.725 0.96947586 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi166 5 166
C 3 -0.725 0.99401955 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi167 5 167
C 3 -0.725 1.01856324 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi168 5 168
C 3 -0.725 1.04310694 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi169 5 169
C 3 -0.725 1.06765063 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi170 5 170
C 3 -0.725 1.09219432 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi171 5 171
C 3 -0.725 1.11673801 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi172 5 172
C 3 -0.725 1.14128171 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi173 5 173
C 3 -0.725 1.1658254 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi174 5 174
C 3 -0.725 1.19036909 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi175 5 175
C 3 -0.725 1.21491278 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi176 5 176
C 3 -0.725 1.23945648 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi177 5 177
C 3 -0.725 1.26400017 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi178 5 178
C 3 -0.725 1.28854386 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi179 5 179
C 3 -0.725 1.31308755 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi180 5 180
C 3 -0.725 1.33763125 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi181 5 181
C 3 -0.725 1.36217494 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi182 5 182
C 3 -0.725 1.38671863 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi183 5 183
C 3 -0.725 1.41126232 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi184 5 184
C 3 -0.725 1.43580602 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi185 5 185
C 3 -0.725 1.46034971 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi186 5 186
C 3 -0.725 1.4848934 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi187 5 187
C 3 -0.725 1.5094371 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi188 5 188
C 3 -0.725 1.53398079 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi189 5 189
C 3 -0.725 1.55852448 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi190 5 190
C 3 -0.725 1.58306817 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi191 5 191
C 3 -0.725 1.60761187 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi192 5 192
C 3 -0.725 1.63215556 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi193 5 193
C 3 -0.725 1.65669925 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi194 5 194
C 3 -0.725 1.68124294 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi195 5 195
C 3 -0.725 1.70578664 0.05 0.02454369 1926.0 1980.0 layer3_eta5_phi196 5 196
