# layer_id eta phi delta_eta delta_phi rmin rmax
L 1 -1.196 1.196 736 -3.14159265 3.14159265 64 1500 1596.0
C 1 -0.443625 1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi45 231 45
C 1 -0.443625 1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi46 231 46
C 1 -0.443625 1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi47 231 47
C 1 -0.443625 1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi48 231 48
C 1 -0.443625 1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi49 231 49
C 1 -0.443625 1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi50 231 50
C 1 -0.443625 1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi51 231 51
C 1 -0.443625 2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi52 231 52
C 1 -0.443625 2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi53 231 53
C 1 -0.443625 2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi54 231 54
C 1 -0.443625 2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi55 231 55
C 1 -0.443625 2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi56 231 56
C 1 -0.443625 2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi57 231 57
C 1 -0.443625 2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi58 231 58
C 1 -0.443625 2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi59 231 59
C 1 -0.443625 2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi60 231 60
C 1 -0.443625 2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi61 231 61
C 1 -0.443625 2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi62 231 62
C 1 -0.443625 3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta231_phi63 231 63
C 1 -0.440375 -3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi0 232 0
C 1 -0.440375 -2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi1 232 1
C 1 -0.440375 -2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi2 232 2
C 1 -0.440375 -2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi3 232 3
C 1 -0.440375 -2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi4 232 4
C 1 -0.440375 -2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi5 232 5
C 1 -0.440375 -2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi6 232 6
C 1 -0.440375 -2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi7 232 7
C 1 -0.440375 -2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi8 232 8
C 1 -0.440375 -2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi9 232 9
C 1 -0.440375 -2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi10 232 10
C 1 -0.440375 -2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi11 232 11
C 1 -0.440375 -1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi12 232 12
C 1 -0.440375 -1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi13 232 13
C 1 -0.440375 -1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi14 232 14
C 1 -0.440375 -1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi15 232 15
C 1 -0.440375 -1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi16 232 16
C 1 -0.440375 -1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi17 232 17
C 1 -0.440375 -1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi18 232 18
C 1 -0.440375 -1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi19 232 19
C 1 -0.440375 -1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi20 232 20
C 1 -0.440375 -1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi21 232 21
C 1 -0.440375 -0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi22 232 22
C 1 -0.440375 -0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi23 232 23
C 1 -0.440375 -0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi24 232 24
C 1 -0.440375 -0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi25 232 25
C 1 -0.440375 -0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi26 232 26
C 1 -0.440375 -0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi27 232 27
C 1 -0.440375 -0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi28 232 28
C 1 -0.440375 -0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi29 232 29
C 1 -0.440375 -0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi30 232 30
C 1 -0.440375 -0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi31 232 31
C 1 -0.440375 0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi32 232 32
C 1 -0.440375 0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi33 232 33
C 1 -0.440375 0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi34 232 34
C 1 -0.440375 0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi35 232 35
C 1 -0.440375 0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi36 232 36
C 1 -0.440375 0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi37 232 37
C 1 -0.440375 0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi38 232 38
C 1 -0.440375 0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi39 232 39
C 1 -0.440375 0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi40 232 40
C 1 -0.440375 0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi41 232 41
C 1 -0.440375 1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi42 232 42
C 1 -0.440375 1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi43 232 43
C 1 -0.440375 1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi44 232 44
C 1 -0.440375 1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi45 232 45
C 1 -0.440375 1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi46 232 46
C 1 -0.440375 1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi47 232 47
C 1 -0.440375 1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi48 232 48
C 1 -0.440375 1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi49 232 49
C 1 -0.440375 1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi50 232 50
C 1 -0.440375 1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi51 232 51
C 1 -0.440375 2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi52 232 52
C 1 -0.440375 2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi53 232 53
C 1 -0.440375 2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi54 232 54
C 1 -0.440375 2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi55 232 55
C 1 -0.440375 2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi56 232 56
C 1 -0.440375 2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi57 232 57
C 1 -0.440375 2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi58 232 58
C 1 -0.440375 2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi59 232 59
C 1 -0.440375 2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi60 232 60
C 1 -0.440375 2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi61 232 61
C 1 -0.440375 2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi62 232 62
C 1 -0.440375 3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta232_phi63 232 63
C 1 -0.437125 -3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi0 233 0
C 1 -0.437125 -2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi1 233 1
C 1 -0.437125 -2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi2 233 2
C 1 -0.437125 -2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi3 233 3
C 1 -0.437125 -2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi4 233 4
C 1 -0.437125 -2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi5 233 5
C 1 -0.437125 -2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi6 233 6
C 1 -0.437125 -2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi7 233 7
C 1 -0.437125 -2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi8 233 8
C 1 -0.437125 -2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi9 233 9
C 1 -0.437125 -2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi10 233 10
C 1 -0.437125 -2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi11 233 11
C 1 -0.437125 -1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi12 233 12
C 1 -0.437125 -1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi13 233 13
C 1 -0.437125 -1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi14 233 14
C 1 -0.437125 -1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi15 233 15
C 1 -0.437125 -1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi16 233 16
C 1 -0.437125 -1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi17 233 17
C 1 -0.437125 -1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi18 233 18
C 1 -0.437125 -1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi19 233 19
C 1 -0.437125 -1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi20 233 20
C 1 -0.437125 -1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi21 233 21
C 1 -0.437125 -0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi22 233 22
C 1 -0.437125 -0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi23 233 23
C 1 -0.437125 -0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi24 233 24
C 1 -0.437125 -0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi25 233 25
C 1 -0.437125 -0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi26 233 26
C 1 -0.437125 -0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi27 233 27
C 1 -0.437125 -0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi28 233 28
C 1 -0.437125 -0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi29 233 29
C 1 -0.437125 -0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi30 233 30
C 1 -0.437125 -0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi31 233 31
C 1 -0.437125 0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi32 233 32
C 1 -0.437125 0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi33 233 33
C 1 -0.437125 0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi34 233 34
C 1 -0.437125 0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi35 233 35
C 1 -0.437125 0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi36 233 36
C 1 -0.437125 0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi37 233 37
C 1 -0.437125 0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi38 233 38
C 1 -0.437125 0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi39 233 39
C 1 -0.437125 0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi40 233 40
C 1 -0.437125 0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi41 233 41
C 1 -0.437125 1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi42 233 42
C 1 -0.437125 1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi43 233 43
C 1 -0.437125 1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi44 233 44
C 1 -0.437125 1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi45 233 45
C 1 -0.437125 1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi46 233 46
C 1 -0.437125 1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi47 233 47
C 1 -0.437125 1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi48 233 48
C 1 -0.437125 1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi49 233 49
C 1 -0.437125 1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi50 233 50
C 1 -0.437125 1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi51 233 51
C 1 -0.437125 2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi52 233 52
C 1 -0.437125 2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi53 233 53
C 1 -0.437125 2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi54 233 54
C 1 -0.437125 2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi55 233 55
C 1 -0.437125 2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi56 233 56
C 1 -0.437125 2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi57 233 57
C 1 -0.437125 2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi58 233 58
C 1 -0.437125 2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi59 233 59
C 1 -0.437125 2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi60 233 60
C 1 -0.437125 2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi61 233 61
C 1 -0.437125 2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi62 233 62
C 1 -0.437125 3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta233_phi63 233 63
C 1 -0.433875 -3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi0 234 0
C 1 -0.433875 -2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi1 234 1
C 1 -0.433875 -2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi2 234 2
C 1 -0.433875 -2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi3 234 3
C 1 -0.433875 -2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi4 234 4
C 1 -0.433875 -2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi5 234 5
C 1 -0.433875 -2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi6 234 6
C 1 -0.433875 -2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi7 234 7
C 1 -0.433875 -2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi8 234 8
C 1 -0.433875 -2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi9 234 9
C 1 -0.433875 -2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi10 234 10
C 1 -0.433875 -2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi11 234 11
C 1 -0.433875 -1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi12 234 12
C 1 -0.433875 -1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi13 234 13
C 1 -0.433875 -1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi14 234 14
C 1 -0.433875 -1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi15 234 15
C 1 -0.433875 -1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi16 234 16
C 1 -0.433875 -1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi17 234 17
C 1 -0.433875 -1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi18 234 18
C 1 -0.433875 -1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi19 234 19
C 1 -0.433875 -1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi20 234 20
C 1 -0.433875 -1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi21 234 21
C 1 -0.433875 -0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi22 234 22
C 1 -0.433875 -0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi23 234 23
C 1 -0.433875 -0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi24 234 24
C 1 -0.433875 -0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi25 234 25
C 1 -0.433875 -0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi26 234 26
C 1 -0.433875 -0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi27 234 27
C 1 -0.433875 -0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi28 234 28
C 1 -0.433875 -0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi29 234 29
C 1 -0.433875 -0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi30 234 30
C 1 -0.433875 -0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi31 234 31
C 1 -0.433875 0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi32 234 32
C 1 -0.433875 0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi33 234 33
C 1 -0.433875 0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi34 234 34
C 1 -0.433875 0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi35 234 35
C 1 -0.433875 0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi36 234 36
C 1 -0.433875 0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi37 234 37
C 1 -0.433875 0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi38 234 38
C 1 -0.433875 0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi39 234 39
C 1 -0.433875 0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi40 234 40
C 1 -0.433875 0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi41 234 41
C 1 -0.433875 1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi42 234 42
C 1 -0.433875 1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi43 234 43
C 1 -0.433875 1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi44 234 44
C 1 -0.433875 1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi45 234 45
C 1 -0.433875 1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi46 234 46
C 1 -0.433875 1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi47 234 47
C 1 -0.433875 1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi48 234 48
C 1 -0.433875 1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi49 234 49
C 1 -0.433875 1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi50 234 50
C 1 -0.433875 1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi51 234 51
C 1 -0.433875 2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi52 234 52
C 1 -0.433875 2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi53 234 53
C 1 -0.433875 2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi54 234 54
C 1 -0.433875 2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi55 234 55
C 1 -0.433875 2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi56 234 56
C 1 -0.433875 2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi57 234 57
C 1 -0.433875 2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi58 234 58
C 1 -0.433875 2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi59 234 59
C 1 -0.433875 2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi60 234 60
C 1 -0.433875 2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi61 234 61
C 1 -0.433875 2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi62 234 62
C 1 -0.433875 3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta234_phi63 234 63
C 1 -0.430625 -3.09250527 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi0 235 0
C 1 -0.430625 -2.9943305 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi1 235 1
C 1 -0.430625 -2.89615573 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi2 235 2
C 1 -0.430625 -2.79798096 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi3 235 3
C 1 -0.430625 -2.69980619 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi4 235 4
C 1 -0.430625 -2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi5 235 5
C 1 -0.430625 -2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi6 235 6
C 1 -0.430625 -2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi7 235 7
C 1 -0.430625 -2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi8 235 8
C 1 -0.430625 -2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi9 235 9
C 1 -0.430625 -2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi10 235 10
C 1 -0.430625 -2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi11 235 11
C 1 -0.430625 -1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi12 235 12
C 1 -0.430625 -1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi13 235 13
C 1 -0.430625 -1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi14 235 14
C 1 -0.430625 -1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi15 235 15
C 1 -0.430625 -1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi16 235 16
C 1 -0.430625 -1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi17 235 17
C 1 -0.430625 -1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi18 235 18
C 1 -0.430625 -1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi19 235 19
C 1 -0.430625 -1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi20 235 20
C 1 -0.430625 -1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi21 235 21
C 1 -0.430625 -0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi22 235 22
C 1 -0.430625 -0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi23 235 23
C 1 -0.430625 -0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi24 235 24
C 1 -0.430625 -0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi25 235 25
C 1 -0.430625 -0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi26 235 26
C 1 -0.430625 -0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi27 235 27
C 1 -0.430625 -0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi28 235 28
C 1 -0.430625 -0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi29 235 29
C 1 -0.430625 -0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi30 235 30
C 1 -0.430625 -0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi31 235 31
C 1 -0.430625 0.04908739 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi32 235 32
C 1 -0.430625 0.14726216 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi33 235 33
C 1 -0.430625 0.24543693 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi34 235 34
C 1 -0.430625 0.3436117 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi35 235 35
C 1 -0.430625 0.44178647 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi36 235 36
C 1 -0.430625 0.53996124 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi37 235 37
C 1 -0.430625 0.63813601 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi38 235 38
C 1 -0.430625 0.73631078 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi39 235 39
C 1 -0.430625 0.83448555 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi40 235 40
C 1 -0.430625 0.93266032 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi41 235 41
C 1 -0.430625 1.03083509 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi42 235 42
C 1 -0.430625 1.12900986 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi43 235 43
C 1 -0.430625 1.22718463 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi44 235 44
C 1 -0.430625 1.3253594 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi45 235 45
C 1 -0.430625 1.42353417 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi46 235 46
C 1 -0.430625 1.52170894 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi47 235 47
C 1 -0.430625 1.61988371 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi48 235 48
C 1 -0.430625 1.71805848 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi49 235 49
C 1 -0.430625 1.81623325 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi50 235 50
C 1 -0.430625 1.91440802 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi51 235 51
C 1 -0.430625 2.01258279 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi52 235 52
C 1 -0.430625 2.11075756 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi53 235 53
C 1 -0.430625 2.20893233 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi54 235 54
C 1 -0.430625 2.3071071 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi55 235 55
C 1 -0.430625 2.40528188 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi56 235 56
C 1 -0.430625 2.50345665 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi57 235 57
C 1 -0.430625 2.60163142 0.00325 0.09817477 1500 1596.0 layer1_eta235_phi58 235 58
