# sample segmentation eta phi delta_eta delta_phi rmin rmax zmin zmax
config 1 8 0 0.94690263 1.77388728 2283.0 3383.0 3704.0 6534.0
eta_bins -1.7469 -1.6469 -1.5469 -1.4469 -1.3469 -1.2469 -1.1469 -1.0469 -0.9469 0.9469 1.0469 1.1469 1.2469 1.3469 1.4469 1.5469 1.6469 1.7469
phi_bins -3.1416 -3.0434 -2.9452 -2.8471 -2.7489 -2.6507 -2.5525 -2.4544 -2.3562 -2.258 -2.1598 -2.0617 -1.9635 -1.8653 -1.7671 -1.669 -1.5708 -1.4726 -1.3744 -1.2763 -1.1781 -1.0799 -0.9817 -0.8836 -0.7854 -0.6872 -0.589 -0.4909 -0.3927 -0.2945 -0.1963 -0.0982 0.0 0.0982 0.1963 0.2945 0.3927 0.4909 0.589 0.6872 0.7854 0.8836 0.9817 1.0799 1.1781 1.2763 1.3744 1.4726 1.5708 1.669 1.7671 1.8653 1.9635 2.0617 2.1598 2.258 2.3562 2.4544 2.5525 2.6507 2.7489 2.8471 2.9452 3.0434 3.1416
cell 1 8 -1.69690263 -3.09250527 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000000
cell 1 8 -1.69690263 -2.9943305 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000001
cell 1 8 -1.69690263 -2.89615573 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000002
cell 1 8 -1.69690263 -2.79798096 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000003
cell 1 8 -1.69690263 -2.69980619 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000004
cell 1 8 -1.69690263 -2.60163142 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000005
cell 1 8 -1.69690263 -2.50345665 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000006
cell 1 8 -1.69690263 -2.40528188 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000007
cell 1 8 -1.69690263 -2.3071071 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000008
cell 1 8 -1.69690263 -2.20893233 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000009
cell 1 8 -1.69690263 -2.11075756 0.1 0.09817477 2283.0 3383.0 3704.0 6534.0 1080000010
